,age,job,marital,education,default,balance,housing,loan,contact,day,month,previous,poutcome,y
31807,46,blue-collar,married,primary,no,1204.0,yes,no,cellular,8,apr,0,unknown,no
31808,57,management,married,tertiary,no,1287.0,yes,no,cellular,8,apr,0,unknown,no
31809,32,management,single,tertiary,no,1781.0,no,no,cellular,8,apr,0,unknown,yes
31810,36,entrepreneur,married,secondary,no,419.0,yes,no,cellular,8,apr,0,unknown,no
31811,34,technician,married,secondary,no,209.0,yes,yes,cellular,8,apr,0,unknown,no
31812,39,technician,single,secondary,no,1048.0,yes,yes,cellular,8,apr,0,unknown,no
31813,26,administrative,married,secondary,no,3415.0,no,no,cellular,8,apr,0,unknown,yes
31814,55,unemployed,married,secondary,no,12.0,no,no,cellular,8,apr,0,unknown,no
31815,50,technician,single,secondary,no,-97.0,yes,no,cellular,8,apr,2,failure,no
31816,60,unemployed,married,secondary,no,2000.0,no,no,cellular,8,apr,0,unknown,no
31817,32,technician,married,secondary,no,1951.0,yes,no,cellular,8,apr,2,failure,no
31818,71,housemaid,married,primary,no,227.0,no,no,cellular,8,apr,0,unknown,no
31819,58,blue-collar,married,primary,no,189.0,yes,no,telephone,8,apr,0,unknown,no
31820,61,housemaid,married,tertiary,no,1389.0,no,no,cellular,8,apr,0,unknown,no
31821,33,management,single,tertiary,no,318.0,yes,no,cellular,8,apr,3,other,yes
31822,32,administrative,single,secondary,no,5.0,yes,yes,cellular,8,apr,0,unknown,no
31823,50,management,married,unknown,no,5043.0,yes,yes,cellular,8,apr,0,unknown,no
31824,46,entrepreneur,married,tertiary,no,4726.0,yes,no,cellular,8,apr,0,unknown,no
31825,32,self-employed,single,tertiary,no,562.0,yes,yes,cellular,8,apr,0,unknown,no
31826,44,administrative,married,secondary,no,1807.0,yes,yes,cellular,8,apr,1,failure,no
31827,48,administrative,single,secondary,no,1234.0,yes,no,cellular,8,apr,0,unknown,no
31828,25,administrative,single,secondary,no,654.0,no,no,cellular,8,apr,0,unknown,no
31829,35,management,married,tertiary,no,1725.0,yes,yes,cellular,8,apr,7,failure,no
31830,56,technician,married,tertiary,no,655.0,yes,yes,cellular,8,apr,0,unknown,no
31831,46,management,married,tertiary,no,964.0,yes,no,cellular,8,apr,0,unknown,no
31832,33,blue-collar,married,secondary,no,370.0,yes,no,cellular,8,apr,0,unknown,no
31833,21,student,single,primary,no,423.0,no,no,cellular,8,apr,0,unknown,yes
31834,35,management,married,tertiary,no,24.0,yes,no,cellular,8,apr,2,failure,no
31835,39,management,married,tertiary,no,271.0,yes,no,cellular,8,apr,0,unknown,no
31836,30,technician,single,secondary,no,2544.0,no,no,cellular,8,apr,0,unknown,yes
31837,41,blue-collar,married,secondary,no,1521.0,yes,no,cellular,8,apr,0,unknown,no
31838,39,services,married,secondary,no,702.0,yes,no,cellular,8,apr,1,failure,no
31839,27,student,single,secondary,no,2614.0,no,no,cellular,8,apr,0,unknown,yes
31840,40,technician,married,secondary,no,1832.0,no,no,cellular,8,apr,0,unknown,no
31841,30,services,single,secondary,no,1268.0,yes,no,cellular,8,apr,8,other,yes
31842,36,blue-collar,married,secondary,no,536.0,yes,no,cellular,8,apr,0,unknown,yes
31843,54,entrepreneur,married,tertiary,no,1063.0,yes,no,telephone,8,apr,0,unknown,no
31844,36,management,single,tertiary,no,223.0,yes,no,cellular,8,apr,0,unknown,no
31845,31,management,single,secondary,no,1088.0,yes,no,cellular,8,apr,0,unknown,yes
31846,42,blue-collar,married,secondary,no,3168.0,yes,no,cellular,8,apr,0,unknown,no
31847,24,student,single,secondary,no,745.0,yes,no,telephone,8,apr,0,unknown,no
31848,27,administrative,married,secondary,no,1293.0,yes,no,cellular,8,apr,0,unknown,yes
31849,26,blue-collar,married,secondary,no,352.0,yes,no,cellular,8,apr,4,other,no
31850,37,technician,married,secondary,no,523.0,yes,no,cellular,8,apr,4,failure,no
31851,29,management,single,tertiary,no,1377.0,no,no,cellular,8,apr,0,unknown,yes
31852,38,blue-collar,single,secondary,no,2580.0,yes,no,cellular,8,apr,3,failure,yes
31853,50,blue-collar,married,secondary,no,562.0,yes,no,cellular,8,apr,0,unknown,no
31854,23,administrative,single,tertiary,no,314.0,no,yes,cellular,8,apr,0,unknown,yes
31855,30,management,married,tertiary,no,357.0,yes,no,cellular,8,apr,2,other,no
31856,37,services,single,secondary,no,248.0,yes,no,cellular,8,apr,3,failure,no
31857,35,unemployed,married,tertiary,no,1057.0,yes,no,cellular,8,apr,0,unknown,no
31858,38,technician,married,tertiary,no,206.0,no,no,cellular,8,apr,0,unknown,yes
31859,29,technician,married,secondary,no,23.0,yes,no,cellular,8,apr,0,unknown,no
31860,25,administrative,single,tertiary,no,1420.0,no,no,cellular,8,apr,0,unknown,no
31861,58,retired,divorced,tertiary,no,5253.0,no,no,cellular,9,apr,3,failure,no
31862,38,blue-collar,married,secondary,no,13849.0,yes,no,cellular,9,apr,5,failure,no
31863,32,technician,married,secondary,no,344.0,yes,no,cellular,9,apr,2,failure,no
31864,33,blue-collar,married,primary,no,331.0,yes,no,cellular,9,apr,3,failure,no
31865,44,blue-collar,married,primary,no,1704.0,yes,no,cellular,9,apr,0,unknown,no
31866,54,administrative,married,primary,no,546.0,yes,no,telephone,9,apr,0,unknown,no
31867,37,technician,single,tertiary,no,3315.0,yes,no,cellular,9,apr,0,unknown,no
31868,48,management,divorced,tertiary,no,507.0,yes,no,cellular,9,apr,0,unknown,no
31869,36,blue-collar,married,primary,no,2730.0,yes,no,cellular,9,apr,1,failure,no
31870,30,technician,single,secondary,no,3286.0,yes,no,cellular,9,apr,0,unknown,yes
31871,57,blue-collar,married,secondary,no,1412.0,yes,no,cellular,9,apr,1,failure,no
31872,26,student,single,secondary,no,766.0,no,no,cellular,9,apr,0,unknown,no
31873,41,services,married,secondary,no,803.0,yes,no,cellular,9,apr,3,failure,yes
31874,28,management,single,tertiary,no,781.0,no,no,cellular,9,apr,0,unknown,no
31875,53,blue-collar,married,primary,no,1090.0,yes,no,cellular,9,apr,0,unknown,no
31876,34,management,married,tertiary,no,159.0,yes,yes,cellular,9,apr,2,other,no
31877,55,administrative,married,unknown,no,2038.0,no,no,cellular,9,apr,0,unknown,yes
31878,39,management,married,tertiary,no,272.0,yes,no,cellular,9,apr,1,other,no
31879,33,technician,single,secondary,no,719.0,yes,no,cellular,9,apr,6,failure,yes
31880,51,blue-collar,divorced,primary,no,155.0,yes,yes,cellular,9,apr,1,failure,no
31881,33,services,married,secondary,no,-329.0,yes,no,cellular,9,apr,0,unknown,no
31882,39,technician,married,secondary,no,6533.0,yes,no,cellular,9,apr,0,unknown,no
31883,42,technician,married,unknown,no,254.0,yes,no,cellular,9,apr,1,failure,no
31884,39,technician,married,secondary,no,958.0,yes,no,cellular,9,apr,4,failure,no
31885,49,administrative,married,secondary,no,909.0,yes,no,cellular,9,apr,0,unknown,no
31886,34,blue-collar,married,primary,no,1451.0,yes,no,cellular,9,apr,0,unknown,no
31887,42,management,married,tertiary,no,1773.0,no,no,cellular,9,apr,1,failure,no
31888,53,administrative,single,secondary,no,2892.0,no,no,cellular,9,apr,0,unknown,yes
31889,56,blue-collar,married,primary,no,247.0,no,no,telephone,9,apr,0,unknown,no
31890,35,management,married,primary,no,0.0,yes,yes,cellular,9,apr,0,unknown,no
31891,59,administrative,married,secondary,no,817.0,no,no,cellular,9,apr,0,unknown,no
31892,29,blue-collar,single,secondary,no,314.0,yes,no,cellular,9,apr,2,other,no
31893,32,administrative,married,secondary,no,393.0,yes,no,cellular,9,apr,1,failure,no
31894,34,unemployed,married,secondary,no,438.0,yes,yes,cellular,9,apr,1,failure,no
31895,35,administrative,married,secondary,no,159.0,yes,no,cellular,9,apr,1,failure,no
31896,36,management,married,tertiary,no,1198.0,yes,no,cellular,9,apr,0,unknown,no
31897,35,blue-collar,married,secondary,no,63.0,yes,no,cellular,9,apr,0,unknown,no
31898,36,administrative,married,secondary,no,3268.0,no,no,cellular,9,apr,0,unknown,no
31899,42,technician,married,secondary,no,488.0,no,no,cellular,9,apr,1,other,no
31900,51,blue-collar,married,primary,no,5131.0,yes,no,cellular,9,apr,2,failure,no
31901,34,services,single,primary,no,25.0,yes,yes,cellular,9,apr,8,other,no
31902,43,management,married,unknown,no,275.0,no,no,cellular,9,apr,2,failure,no
31903,47,administrative,married,secondary,no,0.0,no,no,cellular,9,apr,0,unknown,no
31904,48,services,divorced,secondary,no,3186.0,no,yes,cellular,9,apr,0,unknown,no
31905,35,administrative,married,secondary,no,898.0,yes,no,cellular,9,apr,0,unknown,yes
31906,58,retired,married,secondary,no,2126.0,no,no,cellular,9,apr,0,unknown,no
31907,42,entrepreneur,married,secondary,no,0.0,yes,no,cellular,9,apr,4,failure,yes
31908,55,management,divorced,tertiary,no,271.0,yes,no,cellular,9,apr,0,unknown,no
31909,34,technician,married,secondary,no,1012.0,yes,yes,cellular,9,apr,1,success,no
31910,35,administrative,married,secondary,no,-312.0,no,no,cellular,9,apr,0,unknown,no
31911,34,self-employed,single,secondary,no,1261.0,yes,no,cellular,9,apr,0,unknown,no
31912,30,blue-collar,married,secondary,no,177.0,yes,no,cellular,9,apr,3,failure,no
31913,40,management,divorced,tertiary,no,1315.0,yes,no,cellular,9,apr,5,failure,no
31914,43,blue-collar,married,secondary,no,664.0,yes,no,cellular,9,apr,1,failure,no
31915,55,self-employed,married,secondary,no,2408.0,no,no,telephone,9,apr,1,failure,no
31916,29,administrative,married,tertiary,no,332.0,no,no,cellular,9,apr,0,unknown,yes
31917,34,blue-collar,married,secondary,no,1235.0,yes,yes,cellular,9,apr,0,unknown,no
31918,31,services,single,secondary,no,900.0,yes,no,cellular,9,apr,6,failure,no
31919,53,administrative,divorced,secondary,no,2647.0,yes,no,cellular,9,apr,0,unknown,no
31920,39,management,married,tertiary,no,399.0,no,no,cellular,9,apr,0,unknown,no
31921,68,retired,divorced,primary,no,695.0,no,no,cellular,9,apr,0,unknown,yes
31922,20,student,single,secondary,no,1819.0,no,no,cellular,9,apr,0,unknown,yes
31923,31,blue-collar,single,secondary,no,501.0,yes,no,cellular,9,apr,0,unknown,no
31924,39,administrative,married,secondary,no,0.0,no,no,cellular,9,apr,0,unknown,no
31925,36,entrepreneur,married,tertiary,no,0.0,yes,no,cellular,9,apr,0,unknown,no
31926,30,management,single,tertiary,no,2544.0,no,no,cellular,9,apr,0,unknown,yes
31927,41,blue-collar,married,primary,no,3658.0,yes,no,cellular,9,apr,1,failure,no
31928,30,technician,single,tertiary,no,987.0,no,no,cellular,9,apr,0,unknown,no
31929,37,technician,single,secondary,no,1590.0,yes,no,cellular,9,apr,3,other,no
31930,31,administrative,single,secondary,no,3323.0,yes,no,cellular,9,apr,0,unknown,no
31931,40,management,single,tertiary,no,-318.0,yes,yes,cellular,9,apr,0,unknown,no
31932,40,blue-collar,married,secondary,no,1074.0,yes,no,cellular,9,apr,0,unknown,no
31933,40,blue-collar,married,secondary,no,1554.0,yes,no,cellular,9,apr,1,failure,no
31934,34,entrepreneur,married,secondary,no,1847.0,yes,no,cellular,9,apr,6,failure,no
31935,38,administrative,single,tertiary,no,-898.0,yes,no,cellular,9,apr,1,failure,no
31936,32,blue-collar,married,secondary,no,759.0,yes,no,cellular,9,apr,0,unknown,yes
31937,34,services,married,secondary,no,404.0,yes,no,cellular,9,apr,1,failure,no
31938,25,management,single,tertiary,no,565.0,yes,no,cellular,9,apr,0,unknown,no
31939,34,administrative,married,tertiary,no,899.0,yes,no,cellular,9,apr,7,failure,no
31940,46,blue-collar,married,primary,no,952.0,yes,no,cellular,9,apr,0,unknown,no
31941,28,management,divorced,tertiary,no,229.0,yes,no,cellular,9,apr,2,other,yes
31942,36,blue-collar,single,secondary,no,5396.0,yes,no,cellular,9,apr,0,unknown,no
31943,37,management,divorced,tertiary,no,443.0,yes,no,cellular,9,apr,0,unknown,no
31944,35,entrepreneur,married,tertiary,no,7962.0,yes,no,cellular,9,apr,2,failure,no
31945,36,technician,married,secondary,no,569.0,yes,no,cellular,9,apr,5,failure,no
31946,39,technician,married,tertiary,no,1161.0,yes,no,cellular,9,apr,1,failure,no
31947,33,management,married,tertiary,no,0.0,no,no,cellular,13,apr,0,unknown,no
31948,32,technician,married,secondary,no,1539.0,yes,no,cellular,13,apr,0,unknown,no
31949,36,management,married,tertiary,no,1.0,yes,yes,cellular,13,apr,0,unknown,no
31950,40,management,married,tertiary,no,1548.0,yes,no,cellular,13,apr,0,unknown,no
31951,43,blue-collar,married,primary,no,2901.0,yes,no,cellular,13,apr,0,unknown,no
31952,29,blue-collar,married,primary,no,18.0,yes,no,cellular,13,apr,0,unknown,no
31953,35,technician,married,secondary,no,327.0,yes,no,cellular,13,apr,0,unknown,no
31954,43,blue-collar,married,secondary,no,678.0,yes,yes,cellular,13,apr,0,unknown,no
31955,41,blue-collar,married,secondary,no,-56.0,yes,no,cellular,13,apr,2,other,no
31956,42,entrepreneur,married,tertiary,no,1068.0,yes,no,cellular,13,apr,8,failure,no
31957,45,blue-collar,married,secondary,no,96.0,yes,no,cellular,13,apr,2,failure,yes
31958,36,administrative,single,secondary,no,2556.0,yes,no,cellular,13,apr,0,unknown,no
31959,34,administrative,married,secondary,no,1499.0,yes,no,cellular,13,apr,2,failure,no
31960,34,blue-collar,married,secondary,no,837.0,yes,yes,cellular,13,apr,0,unknown,no
31961,30,management,married,tertiary,no,1418.0,yes,yes,cellular,13,apr,0,unknown,no
31962,29,technician,single,secondary,no,110.0,yes,no,cellular,13,apr,0,unknown,yes
31963,52,blue-collar,married,secondary,no,8180.0,yes,no,cellular,13,apr,1,failure,no
31964,31,blue-collar,married,secondary,no,1406.0,yes,yes,cellular,13,apr,0,unknown,yes
31965,44,administrative,divorced,secondary,no,21.0,yes,no,cellular,13,apr,0,unknown,no
31966,39,services,divorced,secondary,no,0.0,yes,no,cellular,13,apr,0,unknown,yes
31967,43,blue-collar,divorced,secondary,no,59.0,yes,no,cellular,13,apr,0,unknown,no
31968,45,administrative,single,secondary,no,946.0,yes,no,cellular,13,apr,6,failure,no
31969,60,management,married,primary,no,252.0,yes,yes,cellular,13,apr,3,failure,no
31970,49,blue-collar,single,secondary,no,8982.0,yes,no,cellular,13,apr,1,failure,no
31971,31,management,married,tertiary,no,357.0,yes,no,cellular,13,apr,5,failure,no
31972,31,blue-collar,married,secondary,no,1716.0,yes,no,cellular,13,apr,2,other,no
31973,38,administrative,divorced,secondary,no,3834.0,yes,no,cellular,13,apr,1,failure,no
31974,30,blue-collar,single,primary,no,464.0,yes,no,cellular,13,apr,0,unknown,no
31975,43,blue-collar,married,primary,no,1288.0,yes,no,cellular,13,apr,1,failure,no
31976,43,blue-collar,married,secondary,no,2355.0,yes,yes,cellular,13,apr,0,unknown,no
31977,38,blue-collar,married,secondary,no,1663.0,yes,no,cellular,13,apr,1,failure,no
31978,42,blue-collar,married,primary,no,7735.0,yes,no,cellular,13,apr,2,failure,no
31979,41,technician,married,tertiary,no,816.0,yes,yes,cellular,13,apr,1,failure,no
31980,30,administrative,married,secondary,no,695.0,yes,no,cellular,13,apr,0,unknown,no
31981,37,entrepreneur,single,tertiary,no,-961.0,no,no,cellular,13,apr,0,unknown,no
31982,40,blue-collar,married,primary,no,3090.0,yes,no,cellular,13,apr,0,unknown,no
31983,49,administrative,divorced,secondary,no,190.0,yes,no,cellular,13,apr,0,unknown,no
31984,34,management,married,tertiary,no,1116.0,yes,no,cellular,13,apr,5,failure,no
31985,39,administrative,married,secondary,no,201.0,yes,no,cellular,13,apr,0,unknown,no
31986,48,blue-collar,married,primary,no,3752.0,yes,no,cellular,13,apr,0,unknown,no
31987,42,blue-collar,married,primary,no,2103.0,yes,no,cellular,13,apr,0,unknown,yes
31988,31,entrepreneur,divorced,secondary,no,290.0,yes,no,cellular,13,apr,0,unknown,no
31989,35,management,single,tertiary,no,1599.0,yes,yes,cellular,13,apr,0,unknown,yes
31990,34,technician,single,tertiary,no,925.0,yes,no,cellular,13,apr,0,unknown,yes
31991,41,administrative,married,secondary,no,5110.0,yes,no,cellular,13,apr,0,unknown,no
31992,40,administrative,married,secondary,no,5087.0,yes,no,cellular,13,apr,0,unknown,no
31993,31,technician,married,secondary,no,5467.0,yes,no,cellular,13,apr,0,unknown,no
31994,40,services,married,secondary,no,1293.0,yes,no,cellular,13,apr,0,unknown,no
31995,43,blue-collar,divorced,primary,no,515.0,yes,no,cellular,13,apr,1,failure,no
31996,50,administrative,divorced,secondary,no,-194.0,yes,no,cellular,13,apr,0,unknown,no
31997,56,blue-collar,married,primary,no,2765.0,no,no,cellular,13,apr,0,unknown,no
31998,26,management,single,tertiary,no,-3.0,no,no,cellular,13,apr,0,unknown,yes
31999,37,blue-collar,married,unknown,no,897.0,yes,no,cellular,13,apr,2,failure,no
32000,28,blue-collar,married,secondary,no,631.0,yes,no,cellular,13,apr,0,unknown,no
32001,33,management,single,tertiary,no,215.0,yes,no,cellular,13,apr,1,failure,no
32002,29,services,divorced,secondary,no,84.0,yes,no,cellular,13,apr,0,unknown,yes
32003,31,management,single,tertiary,no,999.0,yes,no,cellular,13,apr,0,unknown,no
32004,52,blue-collar,married,secondary,no,543.0,yes,no,cellular,13,apr,0,unknown,no
32005,36,administrative,single,secondary,no,587.0,yes,no,cellular,13,apr,0,unknown,no
32006,27,services,single,secondary,no,150.0,no,no,cellular,13,apr,0,unknown,no
32007,44,self-employed,single,tertiary,no,1367.0,yes,no,cellular,13,apr,1,other,yes
32008,30,self-employed,married,secondary,no,1772.0,yes,no,cellular,13,apr,0,unknown,no
32009,30,blue-collar,married,primary,no,-93.0,yes,no,cellular,13,apr,0,unknown,no
32010,35,blue-collar,married,tertiary,no,5271.0,yes,no,cellular,14,apr,0,unknown,no
32011,80,retired,married,primary,no,1861.0,no,no,telephone,14,apr,0,unknown,no
32012,57,management,married,tertiary,no,1318.0,no,no,cellular,14,apr,0,unknown,no
32013,33,blue-collar,married,secondary,no,91.0,yes,no,cellular,14,apr,0,unknown,no
32014,32,administrative,divorced,secondary,no,410.0,yes,no,cellular,14,apr,0,unknown,no
32015,59,blue-collar,married,primary,no,11066.0,no,no,telephone,14,apr,0,unknown,no
32016,24,technician,single,secondary,no,139.0,no,no,cellular,14,apr,0,unknown,no
32017,38,technician,married,tertiary,no,52.0,yes,no,cellular,14,apr,0,unknown,no
32018,45,blue-collar,married,secondary,no,863.0,yes,no,cellular,14,apr,0,unknown,no
32019,39,services,married,secondary,no,554.0,yes,no,cellular,14,apr,0,unknown,no
32020,32,services,single,secondary,no,758.0,yes,no,cellular,14,apr,0,unknown,no
32021,33,technician,single,tertiary,no,318.0,yes,no,cellular,14,apr,0,unknown,no
32022,35,blue-collar,married,secondary,no,120.0,yes,no,cellular,14,apr,1,failure,no
32023,44,services,married,secondary,no,1450.0,yes,no,cellular,14,apr,2,failure,no
32024,36,services,single,secondary,no,1405.0,yes,no,cellular,14,apr,0,unknown,no
32025,34,management,married,tertiary,no,703.0,yes,no,cellular,14,apr,0,unknown,yes
32026,41,management,married,tertiary,no,-456.0,no,no,cellular,14,apr,1,failure,no
32027,40,self-employed,married,tertiary,no,13669.0,no,no,cellular,14,apr,0,unknown,no
32028,45,technician,single,primary,no,237.0,yes,no,cellular,14,apr,1,failure,no
32029,36,technician,married,secondary,no,15485.0,no,no,cellular,14,apr,0,unknown,yes
32030,33,management,married,tertiary,no,0.0,yes,no,cellular,14,apr,1,failure,yes
32031,59,technician,married,secondary,no,0.0,yes,no,cellular,14,apr,0,unknown,no
32032,25,student,single,secondary,no,1765.0,yes,no,telephone,14,apr,2,failure,no
32033,35,unemployed,married,secondary,no,2080.0,yes,no,telephone,14,apr,0,unknown,no
32034,82,housemaid,married,primary,no,2140.0,no,no,telephone,14,apr,0,unknown,no
32035,58,blue-collar,married,primary,no,5445.0,yes,no,cellular,14,apr,0,unknown,no
32036,31,blue-collar,single,secondary,no,609.0,yes,no,cellular,14,apr,1,failure,no
32037,34,management,single,tertiary,no,2646.0,no,no,cellular,14,apr,0,unknown,yes
32038,40,technician,married,tertiary,no,1641.0,yes,no,cellular,14,apr,0,unknown,no
32039,33,administrative,single,secondary,no,572.0,yes,no,cellular,14,apr,2,failure,yes
32040,22,student,single,secondary,no,107.0,no,no,cellular,14,apr,0,unknown,yes
32041,32,technician,married,secondary,no,765.0,yes,yes,cellular,14,apr,0,unknown,yes
32042,37,technician,married,secondary,no,474.0,yes,no,cellular,14,apr,1,failure,no
32043,66,retired,married,secondary,no,3473.0,no,no,cellular,14,apr,0,unknown,no
32044,54,administrative,married,secondary,no,3136.0,yes,no,telephone,14,apr,1,failure,no
32045,32,blue-collar,married,secondary,no,180.0,yes,no,cellular,14,apr,1,other,no
32046,36,management,single,secondary,no,4394.0,yes,no,cellular,14,apr,0,unknown,no
32047,36,management,divorced,tertiary,no,102.0,yes,no,cellular,14,apr,0,unknown,no
32048,36,services,single,secondary,no,-253.0,yes,no,cellular,14,apr,0,unknown,yes
32049,29,services,married,secondary,no,690.0,yes,no,cellular,14,apr,1,other,no
32050,65,management,married,secondary,no,5251.0,no,no,telephone,14,apr,0,unknown,no
32051,54,housemaid,married,unknown,no,0.0,no,no,cellular,14,apr,3,other,no
32052,44,administrative,divorced,secondary,no,0.0,no,no,cellular,14,apr,1,failure,yes
32053,65,retired,married,secondary,no,2.0,no,no,cellular,14,apr,0,unknown,yes
32054,43,administrative,married,secondary,no,1159.0,yes,no,cellular,14,apr,0,unknown,no
32055,38,administrative,married,secondary,no,766.0,yes,no,cellular,14,apr,1,failure,no
32056,32,blue-collar,married,primary,no,1287.0,yes,no,cellular,14,apr,0,unknown,no
32057,62,retired,married,primary,no,1084.0,no,no,cellular,14,apr,0,unknown,yes
32058,25,management,single,tertiary,no,702.0,no,no,cellular,14,apr,0,unknown,no
32059,27,self-employed,married,tertiary,no,10005.0,yes,no,cellular,14,apr,2,failure,no
32060,61,self-employed,divorced,tertiary,no,6.0,yes,no,cellular,14,apr,0,unknown,yes
32061,40,technician,single,tertiary,no,1175.0,no,no,cellular,14,apr,0,unknown,yes
32062,41,housemaid,married,primary,no,0.0,no,no,cellular,14,apr,0,unknown,yes
32063,30,technician,single,primary,no,2731.0,yes,no,cellular,14,apr,0,unknown,no
32064,65,retired,married,primary,no,2173.0,no,no,cellular,14,apr,0,unknown,no
32065,32,technician,single,tertiary,no,1012.0,no,no,cellular,14,apr,0,unknown,no
32066,75,retired,divorced,secondary,no,105.0,no,no,cellular,14,apr,0,unknown,no
32067,24,management,married,unknown,no,448.0,no,no,cellular,14,apr,0,unknown,yes
32068,35,blue-collar,married,secondary,no,106.0,yes,no,cellular,14,apr,0,unknown,no
32069,33,blue-collar,single,secondary,no,1254.0,yes,no,cellular,14,apr,0,unknown,no
32070,77,retired,divorced,tertiary,no,4659.0,no,no,cellular,14,apr,0,unknown,yes
32071,62,housemaid,married,tertiary,no,1528.0,no,no,cellular,14,apr,0,unknown,yes
32072,34,blue-collar,single,secondary,no,47.0,yes,no,cellular,14,apr,2,failure,no
32073,29,services,married,secondary,no,489.0,yes,no,cellular,14,apr,0,unknown,no
32074,30,unemployed,married,tertiary,no,330.0,no,no,cellular,14,apr,0,unknown,yes
32075,34,services,married,secondary,no,6662.0,yes,yes,cellular,14,apr,0,unknown,no
32076,78,retired,divorced,unknown,no,2628.0,no,no,telephone,14,apr,0,unknown,no
32077,33,administrative,single,tertiary,no,867.0,yes,no,cellular,14,apr,0,unknown,no
32078,29,administrative,single,secondary,no,731.0,no,no,cellular,14,apr,0,unknown,yes
32079,43,blue-collar,married,primary,no,2273.0,yes,no,cellular,14,apr,3,failure,no
32080,32,management,single,tertiary,no,574.0,yes,no,cellular,14,apr,3,failure,no
32081,34,administrative,married,secondary,no,395.0,yes,no,cellular,14,apr,0,unknown,no
32082,36,management,married,tertiary,no,926.0,no,no,cellular,14,apr,0,unknown,yes
32083,39,blue-collar,married,primary,no,7685.0,yes,no,cellular,14,apr,0,unknown,no
32084,56,technician,married,secondary,no,3931.0,no,no,cellular,14,apr,0,unknown,no
32085,49,blue-collar,married,secondary,no,1111.0,yes,yes,cellular,14,apr,0,unknown,no
32086,36,blue-collar,married,secondary,no,325.0,no,no,cellular,14,apr,2,failure,no
32087,33,administrative,married,secondary,no,2374.0,yes,no,cellular,14,apr,0,unknown,no
32088,33,administrative,single,secondary,no,549.0,yes,no,cellular,14,apr,0,unknown,no
32089,58,blue-collar,married,secondary,no,0.0,no,yes,cellular,14,apr,0,unknown,no
32090,29,unemployed,single,secondary,no,25.0,no,no,cellular,14,apr,0,unknown,yes
32091,78,unknown,married,unknown,no,2235.0,no,no,telephone,14,apr,0,unknown,yes
32092,56,services,divorced,secondary,no,6101.0,no,no,cellular,14,apr,0,unknown,no
32093,53,blue-collar,married,primary,no,1311.0,no,no,telephone,14,apr,0,unknown,no
32094,34,administrative,single,secondary,no,852.0,no,no,cellular,14,apr,0,unknown,no
32095,59,blue-collar,married,secondary,no,681.0,yes,no,telephone,14,apr,0,unknown,no
32096,57,services,divorced,unknown,no,1877.0,yes,no,cellular,14,apr,1,failure,no
32097,31,management,single,tertiary,no,2384.0,yes,no,cellular,14,apr,0,unknown,no
32098,41,blue-collar,married,primary,no,875.0,yes,no,cellular,14,apr,0,unknown,no
32099,52,services,married,secondary,no,2904.0,yes,no,cellular,15,apr,3,failure,no
32100,35,services,divorced,tertiary,no,877.0,yes,no,cellular,15,apr,0,unknown,no
32101,65,management,married,secondary,no,587.0,no,no,cellular,15,apr,0,unknown,yes
32102,52,management,married,tertiary,no,1944.0,yes,no,cellular,15,apr,2,failure,no
32103,40,technician,married,secondary,no,0.0,no,no,cellular,15,apr,0,unknown,no
32104,43,services,married,secondary,no,205.0,yes,no,cellular,15,apr,0,unknown,no
32105,39,blue-collar,married,secondary,no,-145.0,yes,no,cellular,15,apr,0,unknown,no
32106,35,administrative,married,secondary,no,5250.0,yes,no,cellular,15,apr,1,failure,no
32107,86,retired,married,primary,no,0.0,no,no,cellular,15,apr,0,unknown,no
32108,43,services,married,primary,no,2557.0,yes,no,telephone,15,apr,3,failure,yes
32109,51,services,married,secondary,no,421.0,yes,no,cellular,15,apr,0,unknown,no
32110,37,services,married,secondary,no,381.0,yes,no,cellular,15,apr,0,unknown,no
32111,51,entrepreneur,married,primary,no,726.0,yes,yes,cellular,15,apr,0,unknown,no
32112,70,retired,divorced,primary,no,275.0,no,no,cellular,15,apr,0,unknown,yes
32113,32,services,married,secondary,no,1129.0,yes,no,cellular,15,apr,2,failure,yes
32114,46,technician,married,secondary,no,2149.0,yes,no,cellular,15,apr,0,unknown,yes
32115,40,services,divorced,secondary,no,1062.0,yes,no,cellular,15,apr,4,failure,no
32116,33,management,single,tertiary,no,1271.0,yes,no,cellular,15,apr,1,failure,yes
32117,30,services,married,secondary,no,292.0,yes,yes,cellular,15,apr,0,unknown,no
32118,30,blue-collar,single,secondary,no,4.0,no,no,cellular,15,apr,0,unknown,no
32119,33,management,married,secondary,no,336.0,no,no,cellular,15,apr,0,unknown,yes
32120,28,technician,single,tertiary,no,0.0,yes,no,cellular,15,apr,0,unknown,no
32121,61,retired,married,primary,no,1515.0,yes,no,cellular,15,apr,0,unknown,no
32122,41,services,married,secondary,no,1836.0,yes,yes,cellular,15,apr,0,unknown,no
32123,39,administrative,single,secondary,no,238.0,yes,no,cellular,15,apr,0,unknown,no
32124,37,management,married,tertiary,no,46.0,yes,no,cellular,15,apr,0,unknown,no
32125,46,management,married,secondary,no,4105.0,yes,no,cellular,15,apr,2,failure,no
32126,32,services,single,secondary,no,-55.0,yes,no,cellular,15,apr,0,unknown,no
32127,32,technician,single,secondary,no,674.0,yes,yes,cellular,15,apr,3,failure,no
32128,49,blue-collar,married,primary,no,3915.0,yes,no,telephone,15,apr,0,unknown,no
